2024/04/30 18:25,01F0017N,01F0005N,31,50,83
2024/04/30 18:25,01F0017N,01F0005N,32,52,17
2024/04/30 18:25,01F0017N,01F0005N,41,51,7
2024/04/30 18:25,01F0017N,01F0005N,42,0,0
2024/04/30 18:25,01F0017N,01F0005N,5,48,1
2024/04/30 18:25,01F0029N,01F0017N,31,51,117
2024/04/30 18:25,01F0029N,01F0017N,32,53,30
2024/04/30 18:25,01F0029N,01F0017N,41,51,8
2024/04/30 18:25,01F0029N,01F0017N,42,0,0
2024/04/30 18:25,01F0029N,01F0017N,5,56,3
2024/04/30 18:25,01F0005S,01F0017S,31,52,60
2024/04/30 18:25,01F0005S,01F0017S,32,51,13
2024/04/30 18:25,01F0005S,01F0017S,41,52,3
2024/04/30 18:25,01F0005S,01F0017S,42,56,1
2024/04/30 18:25,01F0005S,01F0017S,5,0,0
2024/04/30 18:25,01F0061N,01F0029N,31,133,158
2024/04/30 18:25,01F0061N,01F0029N,32,129,40
2024/04/30 18:25,01F0061N,01F0029N,41,133,11
2024/04/30 18:25,01F0061N,01F0029N,42,153,1
2024/04/30 18:25,01F0061N,01F0029N,5,138,4
2024/04/30 18:25,01F0017S,01F0029S,31,48,61
2024/04/30 18:25,01F0017S,01F0029S,32,48,19
2024/04/30 18:25,01F0017S,01F0029S,41,51,5
2024/04/30 18:25,01F0017S,01F0029S,42,49,2
2024/04/30 18:25,01F0017S,01F0029S,5,63,2
2024/04/30 18:25,01F0099N,01F0061N,31,293,204
2024/04/30 18:25,01F0099N,01F0061N,32,291,51
2024/04/30 18:25,01F0099N,01F0061N,41,295,9
2024/04/30 18:25,01F0099N,01F0061N,42,303,2
2024/04/30 18:25,01F0099N,01F0061N,5,359,2
2024/04/30 18:25,01F0029S,01F0061S,31,127,93
2024/04/30 18:25,01F0029S,01F0061S,32,132,21
2024/04/30 18:25,01F0029S,01F0061S,41,143,10
2024/04/30 18:25,01F0029S,01F0061S,42,137,4
2024/04/30 18:25,01F0029S,01F0061S,5,117,1
2024/04/30 18:25,01F0147N,01F0099N,31,383,72
2024/04/30 18:25,01F0147N,01F0099N,32,373,24
2024/04/30 18:25,01F0147N,01F0099N,41,379,8
2024/04/30 18:25,01F0147N,01F0099N,42,379,4
2024/04/30 18:25,01F0147N,01F0099N,5,440,3
2024/04/30 18:25,01H0174N,01F0099N,31,511,60
2024/04/30 18:25,01H0174N,01F0099N,32,504,12
2024/04/30 18:25,01H0174N,01F0099N,41,492,1
2024/04/30 18:25,01H0174N,01F0099N,42,0,0
2024/04/30 18:25,01H0174N,01F0099N,5,0,0
2024/04/30 18:25,03F0087S,01F0099N,31,0,0
2024/04/30 18:25,03F0087S,01F0099N,32,0,0
2024/04/30 18:25,03F0087S,01F0099N,41,0,0
2024/04/30 18:25,03F0087S,01F0099N,42,0,0
2024/04/30 18:25,03F0087S,01F0099N,5,0,0
2024/04/30 18:25,03F0116N,01F0099N,31,217,72
2024/04/30 18:25,03F0116N,01F0099N,32,215,11
2024/04/30 18:25,03F0116N,01F0099N,41,215,2
2024/04/30 18:25,03F0116N,01F0099N,42,0,0
2024/04/30 18:25,03F0116N,01F0099N,5,211,5
2024/04/30 18:25,01F0061S,01F0099S,31,148,129
2024/04/30 18:25,01F0061S,01F0099S,32,149,28
2024/04/30 18:25,01F0061S,01F0099S,41,163,8
2024/04/30 18:25,01F0061S,01F0099S,42,163,4
2024/04/30 18:25,01F0061S,01F0099S,5,0,0
2024/04/30 18:25,01F0153N,01F0147N,31,33,181
2024/04/30 18:25,01F0153N,01F0147N,32,33,52
2024/04/30 18:25,01F0153N,01F0147N,41,33,11
2024/04/30 18:25,01F0153N,01F0147N,42,36,7
